image_path,source_dataset,plantwild_label,plantguard_label,label_index,mapping_status
data/raw/plantwild_v2/apple black rot/apple_black_rot_5.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0063.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0045.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_156.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0012.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0112.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_12.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_4.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0024.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0033.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_69.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0050.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_74.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_149.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_15.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0058.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0156.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_175.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0077.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_61.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0113.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0048.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_18.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0074.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0055.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_1.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0071.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0062.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0157.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0022.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0160.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0221.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0064.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_8.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0133.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple black rot/apple_black_rot_google_0093.jpg,plantwild_v2,apple_black_rot,Apple___Black_rot,1,existing_plantguard_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_25.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_74.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_100.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_20.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_51.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0034.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0029.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0091.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0009.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_7.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_36.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_4.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_21.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0118.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_101.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_14.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_31.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0011.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_44.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0003.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_68.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0018.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0062.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0097.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0008.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0017.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0007.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0106.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_22.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_8.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0031.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_35.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0022.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_9.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_10.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0108.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0026.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0084.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_6.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_38.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0075.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_57.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0013.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_19.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0095.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_18.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0087.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_11.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_13.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0039.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_47.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0056.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_23.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_37.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_39.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0014.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0048.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_56.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0019.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_28.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0058.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_5.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0001.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_46.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_29.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_48.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_3.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0015.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0005.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0020.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple mosaic virus/apple_mosaic_virus_google_0053.jpg,plantwild_v2,apple_mosaic_virus,apple_mosaic_virus,38,new_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0233.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0092.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_73.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_50.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_173.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0172.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_162.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_42.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_36.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_33.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_182.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_94.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_52.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0011.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_47.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0228.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_181.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0094.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0027.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_4.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_51.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0203.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0037.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0238.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_8.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_96.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0140.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0196.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_40.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_10.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0083.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0168.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_151.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0032.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_98.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_20.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_14.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0129.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_114.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0065.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0013.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_44.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_106.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_66.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0031.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_6.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0218.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0121.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
data/raw/plantwild_v2/apple rust/apple_rust_google_0201.jpg,plantwild_v2,apple_rust,Apple___Cedar_apple_rust,2,existing_plantguard_label
